requested_url,resolved_url,course_code,source_surface,source_kind,page_id,started_at,finished_at,status,error,discovered_count
https://canvas.oregonstate.edu/courses/2080857,https://canvas.oregonstate.edu/courses/2080857,MTH-252,home,surface,00001-mth-252-home-integral-calculus-mth-252z-400-u2026,2026-07-03T00:38:38.277Z,2026-07-03T00:38:55.101Z,ok,,1
https://canvas.oregonstate.edu/courses/2080857/modules,https://canvas.oregonstate.edu/courses/2080857/modules,MTH-252,modules,surface,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,2026-07-03T00:38:55.106Z,2026-07-03T00:39:01.681Z,ok,,131
https://canvas.oregonstate.edu/courses/2080857/assignments,https://canvas.oregonstate.edu/courses/2080857,MTH-252,assignments,surface,00003-mth-252-assignments-integral-calculus-mth-252z-400-u2026,2026-07-03T00:39:01.693Z,2026-07-03T00:39:05.476Z,ok,,0
https://canvas.oregonstate.edu/courses/2080857/grades,https://canvas.oregonstate.edu/courses/2080857/grades,MTH-252,grades,surface,00004-mth-252-grades-grades-for-jacob-peterson-integral-calculus-mth-252z-400-u2026,2026-07-03T00:39:05.487Z,2026-07-03T00:39:09.820Z,ok,,0
https://canvas.oregonstate.edu/courses/2080857/announcements,https://canvas.oregonstate.edu/courses/2080857/announcements,MTH-252,announcements,surface,00005-mth-252-announcements-announcements-integral-calculus-mth-252z-400-u2026,2026-07-03T00:39:09.834Z,2026-07-03T00:39:13.643Z,ok,,0
https://canvas.oregonstate.edu/courses/2080857/assignments/syllabus,https://canvas.oregonstate.edu/courses/2080857/assignments/syllabus,MTH-252,syllabus,surface,00006-mth-252-syllabus-syllabus-for-integral-calculus-mth-252z-400-u2026,2026-07-03T00:39:13.658Z,2026-07-03T00:39:16.646Z,ok,,64
https://canvas.oregonstate.edu/courses/2080857/discussion_topics,https://canvas.oregonstate.edu/courses/2080857/discussion_topics,MTH-252,discussions,surface,00007-mth-252-discussions-discussions-integral-calculus-mth-252z-400-u2026,2026-07-03T00:39:16.664Z,2026-07-03T00:39:19.988Z,ok,,10
https://canvas.oregonstate.edu/courses/2080857/quizzes,https://canvas.oregonstate.edu/courses/2080857,MTH-252,quizzes,surface,00008-mth-252-quizzes-integral-calculus-mth-252z-400-u2026,2026-07-03T00:39:20.000Z,2026-07-03T00:39:24.350Z,ok,,0
https://canvas.oregonstate.edu/courses/2053263,https://canvas.oregonstate.edu/courses/2053263,MTH-253,home,surface,00009-mth-253-home-sequences-and-series-mth-253z-400-u2026,2026-07-03T00:39:24.363Z,2026-07-03T00:39:28.436Z,ok,,0
https://canvas.oregonstate.edu/courses/2053263/modules,https://canvas.oregonstate.edu/courses/2053263/modules,MTH-253,modules,surface,00010-mth-253-modules-course-modules-sequences-and-series-mth-253z-400-u2026,2026-07-03T00:39:28.450Z,2026-07-03T00:39:31.845Z,ok,,51
