requested_url,resolved_url,course_code,source_surface,source_kind,page_id,started_at,finished_at,status,error,discovered_count
https://canvas.oregonstate.edu/courses/2080857,https://canvas.oregonstate.edu/courses/2080857,MTH-252,home,surface,00001-mth-252-home-integral-calculus-mth-252z-400-u2026,2026-07-08T22:46:25.930Z,2026-07-08T22:46:30.545Z,ok,,1
https://canvas.oregonstate.edu/courses/2080857/modules,https://canvas.oregonstate.edu/courses/2080857/modules,MTH-252,modules,surface,00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,2026-07-08T22:46:30.545Z,2026-07-08T22:46:37.821Z,ok,,131
https://canvas.oregonstate.edu/courses/2080857/assignments,https://canvas.oregonstate.edu/courses/2080857,MTH-252,assignments,surface,00003-mth-252-assignments-integral-calculus-mth-252z-400-u2026,2026-07-08T22:46:37.821Z,2026-07-08T22:46:42.085Z,ok,,0
https://canvas.oregonstate.edu/courses/2080857/grades,https://canvas.oregonstate.edu/courses/2080857/grades,MTH-252,grades,surface,00004-mth-252-grades-grades-for-jacob-peterson-integral-calculus-mth-252z-400-u2026,2026-07-08T22:46:42.085Z,2026-07-08T22:46:47.882Z,ok,,0
https://canvas.oregonstate.edu/courses/2080857/announcements,https://canvas.oregonstate.edu/courses/2080857/announcements,MTH-252,announcements,surface,00005-mth-252-announcements-announcements-integral-calculus-mth-252z-400-u2026,2026-07-08T22:46:47.882Z,2026-07-08T22:46:50.935Z,ok,,0
https://canvas.oregonstate.edu/courses/2080857/assignments/syllabus,https://canvas.oregonstate.edu/courses/2080857/assignments/syllabus,MTH-252,syllabus,surface,00006-mth-252-syllabus-syllabus-for-integral-calculus-mth-252z-400-u2026,2026-07-08T22:46:50.935Z,2026-07-08T22:46:54.451Z,ok,,64
https://canvas.oregonstate.edu/courses/2080857/discussion_topics,https://canvas.oregonstate.edu/courses/2080857/discussion_topics,MTH-252,discussions,surface,00007-mth-252-discussions-discussions-integral-calculus-mth-252z-400-u2026,2026-07-08T22:46:54.451Z,2026-07-08T22:46:57.903Z,ok,,10
https://canvas.oregonstate.edu/courses/2080857/quizzes,https://canvas.oregonstate.edu/courses/2080857,MTH-252,quizzes,surface,00008-mth-252-quizzes-integral-calculus-mth-252z-400-u2026,2026-07-08T22:46:57.903Z,2026-07-08T22:47:01.837Z,ok,,0
https://canvas.oregonstate.edu/courses/2053263,https://canvas.oregonstate.edu/courses/2053263,MTH-253,home,surface,00009-mth-253-home-sequences-and-series-mth-253z-400-u2026,2026-07-08T22:47:01.837Z,2026-07-08T22:47:05.553Z,ok,,0
https://canvas.oregonstate.edu/courses/2053263/modules,https://canvas.oregonstate.edu/courses/2053263/modules,MTH-253,modules,surface,00010-mth-253-modules-course-modules-sequences-and-series-mth-253z-400-u2026,2026-07-08T22:47:05.553Z,2026-07-08T22:47:09.180Z,ok,,51
https://canvas.oregonstate.edu/courses/2053263/assignments,https://canvas.oregonstate.edu/courses/2053263,MTH-253,assignments,surface,00011-mth-253-assignments-sequences-and-series-mth-253z-400-u2026,2026-07-08T22:47:09.198Z,2026-07-08T22:47:12.944Z,ok,,0
https://canvas.oregonstate.edu/courses/2053263/grades,https://canvas.oregonstate.edu/courses/2053263/grades,MTH-253,grades,surface,00012-mth-253-grades-grades-for-jacob-peterson-sequences-and-series-mth-253z-400-u2026,2026-07-08T22:47:12.944Z,2026-07-08T22:47:16.338Z,ok,,0
https://canvas.oregonstate.edu/courses/2053263/announcements,https://canvas.oregonstate.edu/courses/2053263/announcements,MTH-253,announcements,surface,00013-mth-253-announcements-announcements-sequences-and-series-mth-253z-400-u2026,2026-07-08T22:47:16.338Z,2026-07-08T22:47:19.021Z,ok,,3
https://canvas.oregonstate.edu/courses/2053263/assignments/syllabus,https://canvas.oregonstate.edu/courses/2053263/assignments/syllabus,MTH-253,syllabus,surface,00014-mth-253-syllabus-syllabus-for-sequences-and-series-mth-253z-400-u2026,2026-07-08T22:47:19.021Z,2026-07-08T22:47:22.123Z,ok,,24
https://canvas.oregonstate.edu/courses/2053263/discussion_topics,https://canvas.oregonstate.edu/courses/2053263/discussion_topics,MTH-253,discussions,surface,00015-mth-253-discussions-discussions-sequences-and-series-mth-253z-400-u2026,2026-07-08T22:47:22.123Z,2026-07-08T22:47:25.490Z,ok,,10
https://canvas.oregonstate.edu/courses/2053263/quizzes,https://canvas.oregonstate.edu/courses/2053263/quizzes,MTH-253,quizzes,surface,00016-mth-253-quizzes-quizzes-sequences-and-series-mth-253z-400-u2026,2026-07-08T22:47:25.490Z,2026-07-08T22:47:28.727Z,ok,,6
https://canvas.oregonstate.edu/courses/2053526,https://canvas.oregonstate.edu/courses/2053526,PHY-212,home,surface,00017-phy-212-home-general-physics-with-calculus-ph-212-400-u2026,2026-07-08T22:47:28.727Z,2026-07-08T22:47:32.611Z,ok,,0
https://canvas.oregonstate.edu/courses/2053526/modules,https://canvas.oregonstate.edu/courses/2053526/modules,PHY-212,modules,surface,00018-phy-212-modules-course-modules-general-physics-with-calculus-ph-212-400-u2026,2026-07-08T22:47:32.611Z,2026-07-08T22:47:36.284Z,ok,,45
https://canvas.oregonstate.edu/courses/2053526/assignments,https://canvas.oregonstate.edu/courses/2053526/assignments,PHY-212,assignments,surface,00019-phy-212-assignments-assignments-general-physics-with-calculus-ph-212-400-u2026,2026-07-08T22:47:36.284Z,2026-07-08T22:47:39.802Z,ok,,0
https://canvas.oregonstate.edu/courses/2053526/grades,https://canvas.oregonstate.edu/courses/2053526/grades,PHY-212,grades,surface,00020-phy-212-grades-grades-for-jacob-peterson-general-physics-with-calculus-ph-212-400-u2026,2026-07-08T22:47:39.802Z,2026-07-08T22:47:45.039Z,ok,,0
https://canvas.oregonstate.edu/courses/2053526/announcements,https://canvas.oregonstate.edu/courses/2053526/announcements,PHY-212,announcements,surface,00021-phy-212-announcements-announcements-general-physics-with-calculus-ph-212-400-u2026,2026-07-08T22:47:45.068Z,2026-07-08T22:47:47.803Z,ok,,6
https://canvas.oregonstate.edu/courses/2053526/assignments/syllabus,https://canvas.oregonstate.edu/courses/2053526/assignments/syllabus,PHY-212,syllabus,surface,00022-phy-212-syllabus-syllabus-for-general-physics-with-calculus-ph-212-400-u2026,2026-07-08T22:47:47.803Z,2026-07-08T22:47:51.418Z,ok,,100
https://canvas.oregonstate.edu/courses/2053526/discussion_topics,https://canvas.oregonstate.edu/courses/2053526/discussion_topics,PHY-212,discussions,surface,00023-phy-212-discussions-discussions-general-physics-with-calculus-ph-212-400-u2026,2026-07-08T22:47:51.418Z,2026-07-08T22:47:55.145Z,ok,,10
https://canvas.oregonstate.edu/courses/2053526/quizzes,https://canvas.oregonstate.edu/courses/2053526,PHY-212,quizzes,surface,00024-phy-212-quizzes-general-physics-with-calculus-ph-212-400-u2026,2026-07-08T22:47:55.145Z,2026-07-08T22:47:59.282Z,ok,,0
https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11606650,https://canvas.oregonstate.edu/courses/2080857/discussion_topics/11606650,MTH-252,linked_detail,linked_detail,00025-mth-252-linked-detail-topic-gradescope-home-page-whw2-subs,2026-07-08T22:47:59.282Z,2026-07-08T22:48:02.056Z,ok,,0
https://canvas.oregonstate.edu/courses/2080857/modules/items/26982502,https://canvas.oregonstate.edu/courses/2080857/files/119223581?module_item_id=26982502,MTH-252,module_item,module_item,00026-mth-252-module-item-whw1-key-pdf-integral-calculus-mth-252z-400-u2026,2026-07-08T22:48:02.056Z,2026-07-08T22:48:04.902Z,ok,,1
