page_id,course_code,source_surface,iframe_index,title,src,name,width,height
00001-mth-252-home-integral-calculus-mth-252z-400-u2026,MTH-252,home,0,Error,about:blank,,,
00001-mth-252-home-integral-calculus-mth-252z-400-u2026,MTH-252,home,1,Canvas-Overview-Ecampus.mp4,https://canvas.oregonstate.edu/courses/2080857/external_tools/retrieve?display=borderless&resource_link_lookup_uuid=e12a0a10-ceae-4999-8498-ea9f01fa6d57,,,
00001-mth-252-home-integral-calculus-mth-252z-400-u2026,MTH-252,home,2,post_message_forwarding,https://sso.canvaslms.com/post_message_forwarding?rev=e6aca5e55d-9c856c93fa625037&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJwYXJlbnRfZG9tYWluIjoiY2FudmFzLm9yZWdvbnN0YXRlLmVkdSJ9.Y_7TbGBrESilECMiEp8IL9n-40gHDCjKBtRp1VeImmjwp-ey16yj9FLfLrLzGYInjx8U6Ow5IRBeWFd9i9f6Kg,post_message_forwarding,,
00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,MTH-252,modules,0,Error,about:blank,,,
00002-mth-252-modules-course-modules-integral-calculus-mth-252z-400-u2026,MTH-252,modules,1,post_message_forwarding,https://sso.canvaslms.com/post_message_forwarding?rev=e6aca5e55d-9c856c93fa625037&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJwYXJlbnRfZG9tYWluIjoiY2FudmFzLm9yZWdvbnN0YXRlLmVkdSJ9.Y_7TbGBrESilECMiEp8IL9n-40gHDCjKBtRp1VeImmjwp-ey16yj9FLfLrLzGYInjx8U6Ow5IRBeWFd9i9f6Kg,post_message_forwarding,,
00003-mth-252-assignments-integral-calculus-mth-252z-400-u2026,MTH-252,assignments,0,Error,about:blank,,,
00003-mth-252-assignments-integral-calculus-mth-252z-400-u2026,MTH-252,assignments,1,Canvas-Overview-Ecampus.mp4,https://canvas.oregonstate.edu/courses/2080857/external_tools/retrieve?display=borderless&resource_link_lookup_uuid=e12a0a10-ceae-4999-8498-ea9f01fa6d57,,,
00003-mth-252-assignments-integral-calculus-mth-252z-400-u2026,MTH-252,assignments,2,post_message_forwarding,https://sso.canvaslms.com/post_message_forwarding?rev=e6aca5e55d-9c856c93fa625037&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJwYXJlbnRfZG9tYWluIjoiY2FudmFzLm9yZWdvbnN0YXRlLmVkdSJ9.Y_7TbGBrESilECMiEp8IL9n-40gHDCjKBtRp1VeImmjwp-ey16yj9FLfLrLzGYInjx8U6Ow5IRBeWFd9i9f6Kg,post_message_forwarding,,
00004-mth-252-grades-grades-for-jacob-peterson-integral-calculus-mth-252z-400-u2026,MTH-252,grades,0,Error,about:blank,,,
00004-mth-252-grades-grades-for-jacob-peterson-integral-calculus-mth-252z-400-u2026,MTH-252,grades,1,post_message_forwarding,https://sso.canvaslms.com/post_message_forwarding?rev=e6aca5e55d-9c856c93fa625037&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJwYXJlbnRfZG9tYWluIjoiY2FudmFzLm9yZWdvbnN0YXRlLmVkdSJ9.Y_7TbGBrESilECMiEp8IL9n-40gHDCjKBtRp1VeImmjwp-ey16yj9FLfLrLzGYInjx8U6Ow5IRBeWFd9i9f6Kg,post_message_forwarding,,
00005-mth-252-announcements-announcements-integral-calculus-mth-252z-400-u2026,MTH-252,announcements,0,Error,about:blank,,,
00005-mth-252-announcements-announcements-integral-calculus-mth-252z-400-u2026,MTH-252,announcements,1,post_message_forwarding,https://sso.canvaslms.com/post_message_forwarding?rev=e6aca5e55d-9c856c93fa625037&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJwYXJlbnRfZG9tYWluIjoiY2FudmFzLm9yZWdvbnN0YXRlLmVkdSJ9.Y_7TbGBrESilECMiEp8IL9n-40gHDCjKBtRp1VeImmjwp-ey16yj9FLfLrLzGYInjx8U6Ow5IRBeWFd9i9f6Kg,post_message_forwarding,,
00006-mth-252-syllabus-syllabus-for-integral-calculus-mth-252z-400-u2026,MTH-252,syllabus,0,Error,about:blank,,,
00006-mth-252-syllabus-syllabus-for-integral-calculus-mth-252z-400-u2026,MTH-252,syllabus,1,post_message_forwarding,https://sso.canvaslms.com/post_message_forwarding?rev=e6aca5e55d-9c856c93fa625037&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJwYXJlbnRfZG9tYWluIjoiY2FudmFzLm9yZWdvbnN0YXRlLmVkdSJ9.Y_7TbGBrESilECMiEp8IL9n-40gHDCjKBtRp1VeImmjwp-ey16yj9FLfLrLzGYInjx8U6Ow5IRBeWFd9i9f6Kg,post_message_forwarding,,
00007-mth-252-discussions-discussions-integral-calculus-mth-252z-400-u2026,MTH-252,discussions,0,Error,about:blank,,,
00007-mth-252-discussions-discussions-integral-calculus-mth-252z-400-u2026,MTH-252,discussions,1,post_message_forwarding,https://sso.canvaslms.com/post_message_forwarding?rev=e6aca5e55d-9c856c93fa625037&token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzUxMiJ9.eyJwYXJlbnRfZG9tYWluIjoiY2FudmFzLm9yZWdvbnN0YXRlLmVkdSJ9.Y_7TbGBrESilECMiEp8IL9n-40gHDCjKBtRp1VeImmjwp-ey16yj9FLfLrLzGYInjx8U6Ow5IRBeWFd9i9f6Kg,post_message_forwarding,,
00008-mth-252-quizzes-integral-calculus-mth-252z-400-u2026,MTH-252,quizzes,0,Error,about:blank,,,
00008-mth-252-quizzes-integral-calculus-mth-252z-400-u2026,MTH-252,quizzes,1,Canvas-Overview-Ecampus.mp4,https://canvas.oregonstate.edu/courses/2080857/external_tools/retrieve?display=borderless&resource_link_lookup_uuid=e12a0a10-ceae-4999-8498-ea9f01fa6d57,,,
