course_id,course_code,canvas_file_id,file_name,final_status,attempt_count,href,preview_url,page_title,page_url,browser_download_path,repo_file_path,byte_size,notes
2080857,MTH-252,119223452,Download,downloaded_to_repo,1,https://canvas.oregonstate.edu/courses/2080857/files/119223452/download?download_frd=1,https://canvas.oregonstate.edu/courses/2080857/files/119223452,ME4-Retake-Template.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223452,/Users/jake/Downloads/ME4-Retake-Template.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223452_ME4-Retake-Template.pdf,214621,Downloaded from Canvas file preview page and copied into repo.
2080857,MTH-252,119223455,Download,downloaded_to_repo,1,https://canvas.oregonstate.edu/courses/2080857/files/119223455/download?download_frd=1,https://canvas.oregonstate.edu/courses/2080857/files/119223455,ME2-Retake-Template.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223455,/Users/jake/Downloads/ME2-Retake-Template.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223455_ME2-Retake-Template.pdf,194582,Downloaded from Canvas file preview page and copied into repo.
2080857,MTH-252,119223466,Lecture-2.3-2.4.pdf,downloaded_to_repo,1,https://canvas.oregonstate.edu/courses/2080857/files/119223466/download?download_frd=1,https://canvas.oregonstate.edu/courses/2080857/files/119223466,Lecture-2.3-2.4.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223466,/Users/jake/Downloads/Lecture-2.3-2.4.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223466_Lecture-2.3-2.4.pdf,2577142,Downloaded from Canvas file preview page and copied into repo.
2080857,MTH-252,119223484,MLC Hours.pdf,downloaded_to_repo,1,https://canvas.oregonstate.edu/courses/2080857/files/119223484/download?download_frd=1,https://canvas.oregonstate.edu/courses/2080857/files/119223484,MLC Hours.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223484,/Users/jake/Downloads/MLC Hours.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223484_MLC Hours.pdf,39624,Downloaded from Canvas file preview page and copied into repo.
2080857,MTH-252,119223553,252-Lecture-1.1-to-ME1.pdf,downloaded_to_repo,1,https://canvas.oregonstate.edu/courses/2080857/files/119223553/download?download_frd=1,https://canvas.oregonstate.edu/courses/2080857/files/119223553,252-Lecture-1.1-to-ME1.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223553,/Users/jake/Downloads/252-Lecture-1.1-to-ME1.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223553_252-Lecture-1.1-to-ME1.pdf,4495146,Downloaded from Canvas file preview page and copied into repo.
2080857,MTH-252,119223561,252-Lecture-3.1-to-ME3.pdf,downloaded_to_repo,1,https://canvas.oregonstate.edu/courses/2080857/files/119223561/download?download_frd=1,https://canvas.oregonstate.edu/courses/2080857/files/119223561,252-Lecture-3.1-to-ME3.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223561,/Users/jake/Downloads/252-Lecture-3.1-to-ME3.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223561_252-Lecture-3.1-to-ME3.pdf,428407,Downloaded from Canvas file preview page and copied into repo.
2080857,MTH-252,119223565,Achieve Registration Process_v3.pdf,downloaded_to_repo,1,https://canvas.oregonstate.edu/courses/2080857/files/119223565/download?download_frd=1,https://canvas.oregonstate.edu/courses/2080857/files/119223565,Achieve Registration Process_v3.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223565,/Users/jake/Downloads/Achieve Registration Process_v3.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223565_Achieve Registration Process_v3.pdf,98149,Downloaded from Canvas file preview page and copied into repo.
2080857,MTH-252,119223594,252-Lecture-1.3-to-ME2.pdf,downloaded_to_repo,1,https://canvas.oregonstate.edu/courses/2080857/files/119223594/download?download_frd=1,https://canvas.oregonstate.edu/courses/2080857/files/119223594,252-Lecture-1.3-to-ME2.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223594,/Users/jake/Downloads/252-Lecture-1.3-to-ME2.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223594_252-Lecture-1.3-to-ME2.pdf,516944,Downloaded from Canvas file preview page and copied into repo.
2080857,MTH-252,119223595,Lecture-3.1-3.2.pdf,downloaded_to_repo,1,https://canvas.oregonstate.edu/courses/2080857/files/119223595/download?download_frd=1,https://canvas.oregonstate.edu/courses/2080857/files/119223595,Lecture-3.1-3.2.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223595,/Users/jake/Downloads/Lecture-3.1-3.2.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223595_Lecture-3.1-3.2.pdf,872827,Downloaded from Canvas file preview page and copied into repo.
2080857,MTH-252,119223597,252-Lecture-2.1-to-ME4.pdf,downloaded_to_repo,1,https://canvas.oregonstate.edu/courses/2080857/files/119223597/download?download_frd=1,https://canvas.oregonstate.edu/courses/2080857/files/119223597,252-Lecture-2.1-to-ME4.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223597,/Users/jake/Downloads/252-Lecture-2.1-to-ME4.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223597_252-Lecture-2.1-to-ME4.pdf,3718914,Downloaded from Canvas file preview page and copied into repo.
2080857,MTH-252,119223598,252-Lecture-2.5-to-ME5.pdf,downloaded_to_repo,2,https://canvas.oregonstate.edu/courses/2080857/files/119223598/download?download_frd=1,https://canvas.oregonstate.edu/courses/2080857/files/119223598,252-Lecture-2.5-to-ME5.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223598,/Users/jake/Downloads/252-Lecture-2.5-to-ME5.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223598_252-Lecture-2.5-to-ME5.pdf,4046967,Downloaded from Canvas file preview page and copied into repo.
2080857,MTH-252,119223617,"252-Lecture-2.5-to-ME5 pages 5 - 8, 13 - 17, 19, 20-1-1.pdf",downloaded_to_repo,2,https://canvas.oregonstate.edu/courses/2080857/files/119223617/download?download_frd=1,https://canvas.oregonstate.edu/courses/2080857/files/119223617,"252-Lecture-2.5-to-ME5 pages 5 - 8, 13 - 17, 19, 20-1-1.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026)",https://canvas.oregonstate.edu/courses/2080857/files/119223617,"/Users/jake/Downloads/252-Lecture-2.5-to-ME5 pages 5 - 8, 13 - 17, 19, 20-1-1.pdf",/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223617_252-Lecture-2.5-to-ME5 pages 5 - 8- 13 - 17- 19- 20-1-1.pdf,6513299,Downloaded from Canvas file preview page and copied into repo.
2080857,MTH-252,119223618,Download,downloaded_to_repo,2,https://canvas.oregonstate.edu/courses/2080857/files/119223618/download?download_frd=1,https://canvas.oregonstate.edu/courses/2080857/files/119223618,"252-Lecture-2.5-to-ME5 pages 5 - 8, 13 - 17, 19, 20-1-2.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026)",https://canvas.oregonstate.edu/courses/2080857/files/119223618,"/Users/jake/Downloads/252-Lecture-2.5-to-ME5 pages 5 - 8, 13 - 17, 19, 20-1-2.pdf",/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223618_252-Lecture-2.5-to-ME5 pages 5 - 8- 13 - 17- 19- 20-1-2.pdf,6513299,Downloaded from Canvas file preview page and copied into repo.
2080857,MTH-252,119223623,Download,downloaded_to_repo,2,https://canvas.oregonstate.edu/courses/2080857/files/119223623/download?download_frd=1,https://canvas.oregonstate.edu/courses/2080857/files/119223623,ME3-Retake-Template.pdf: INTEGRAL CALCULUS (MTH_252Z_400_U2026),https://canvas.oregonstate.edu/courses/2080857/files/119223623,/Users/jake/Downloads/ME3-Retake-Template.pdf,/Users/jake/Developer/SU26/canvas/indexer/output/downloaded_files/MTH-252_119223623_ME3-Retake-Template.pdf,231421,Downloaded from Canvas file preview page and copied into repo.
